https://ctcrash.uconn.edu/QueryTool2.action?qid=81849
"CrashID","VehicleID","Trailer ID","Trailer Information Same As Carrier","Trailer Information Same As Power Unit","Trailer Information Same As Other Trailer","Trailer Owner City","Trailer Owner State","Trailer Owner Country","Trailer Owner Postal Code","Trailer License Plate Issuing State Code","Trailer License Plate Was Expired","Trailer License Plate Was Missing","Trailer Vehicle Identification Number"
"36487","2","1","false","false","false","","  ","","","  ","","",""
"36487","2","2","false","false","false","","  ","","","  ","","",""
"36683","2","1","false","false","false","","  ","","","  ","","",""
"36683","2","2","false","false","false","","  ","","","  ","","",""
"36793","1","1","false","false","false","","  ","","","  ","","",""
"36793","1","2","false","false","false","","  ","","","  ","","",""
"37144","1","1","false","false","false","","  ","","","  ","","",""
"37144","1","2","false","false","false","","  ","","","  ","","",""
"37144","2","1","false","false","false","","  ","","","  ","","",""
"37144","2","2","false","false","false","","  ","","","  ","","",""
"37177","2","1","true","false","false","","  ","","","  ","","",""
"37177","2","2","false","false","false","","  ","","","  ","","",""
"37442","1","1","false","false","false","","  ","","","  ","","",""
"37442","1","2","false","false","false","","  ","","","  ","","",""
"37507","2","1","false","false","false","","  ","","","  ","","",""
"37507","2","2","false","false","false","","  ","","","  ","","",""
"37646","2","1","false","false","false","","  ","","","  ","","",""
"37646","2","2","false","false","false","","  ","","","  ","","",""
"37651","2","1","false","false","false","","  ","","","  ","","",""
"37651","2","2","false","false","false","","  ","","","  ","","",""
"37688","2","1","false","false","false","","  ","","","  ","","",""
"37688","2","2","false","false","false","","  ","","","  ","","",""
"37750","1","1","false","false","false","","  ","","","  ","","",""
"37750","1","2","false","false","false","","  ","","","  ","","",""
"37807","1","1","false","false","false","","  ","","","  ","","",""
"37807","1","2","false","false","false","","  ","","","  ","","",""
"37916","1","1","false","false","false","","  ","","","  ","","",""
"37916","1","2","false","false","false","","  ","","","  ","","",""
"38575","1","1","false","false","false","","  ","","","  ","","",""
"38575","1","2","false","false","false","","  ","","","  ","","",""
"38815","1","1","false","false","false","","  ","","","  ","","",""
"38815","1","2","false","false","false","","  ","","","  ","","",""
"38878","1","1","false","false","false","","  ","","","  ","","",""
"38878","1","2","false","false","false","","  ","","","  ","","",""
"39386","2","1","false","false","false","","  ","","","  ","","",""
"39386","2","2","false","false","false","","  ","","","  ","","",""
"40032","1","1","true","false","false","","  ","","","  ","","",""
"40032","1","2","false","false","false","","  ","","","  ","","",""
"42713","1","1","","","","","  ","","","  ","","",""
"42713","1","2","","","","","  ","","","  ","","",""
"43073","2","1","false","false","false","","  ","","","  ","","",""
"43073","2","2","false","false","false","","  ","","","  ","","",""
"43342","2","1","","","","","  ","","","  ","","",""
"43342","2","2","","","","","  ","","","  ","","",""
"43557","2","1","false","false","false","","  ","","","  ","","",""
"43557","2","2","false","false","false","","  ","","","  ","","",""
"43624","1","1","false","false","false","","  ","","","  ","","",""
"43624","1","2","false","false","false","","  ","","","  ","","",""
"43922","2","1","","","","","  ","","","  ","","",""
"43922","2","2","","","","","  ","","","  ","","",""
"44191","2","1","false","false","false","Augusta","ME","United States","04332","ME","","true","1JJV462W75L948486"
"44191","2","2","false","false","false","","  ","","","  ","","true",""
"44518","2","1","","","","","  ","","","  ","","",""
"44518","2","2","","","","","  ","","","  ","","",""
"44535","2","1","","","","","  ","","","  ","","",""
"44535","2","2","","","","","  ","","","  ","","",""
"44539","2","1","","","","","  ","","","  ","","",""
"44539","2","2","","","","","  ","","","  ","","",""
"44541","1","1","","","","","  ","","","  ","","",""
"44541","1","2","","","","","  ","","","  ","","",""
"44545","2","1","","","","","  ","","","  ","","",""
"44545","2","2","","","","","  ","","","  ","","",""
"44547","1","1","","","","","  ","","","  ","","",""
"44547","1","2","","","","","  ","","","  ","","",""
"44548","1","1","","","","","  ","","","  ","","",""
"44548","1","2","","","","","  ","","","  ","","",""
"44553","1","1","","","","","  ","","","  ","","",""
"44553","1","2","","","","","  ","","","  ","","",""
"44553","2","1","","","","","  ","","","  ","","",""
"44553","2","2","","","","","  ","","","  ","","",""
"44561","1","1","","","","","  ","","","  ","","",""
"44561","1","2","","","","","  ","","","  ","","",""
"44612","2","1","","","","","  ","","","  ","","",""
"44612","2","2","","","","","  ","","","  ","","",""
"45359","2","1","","","","","  ","","","  ","","",""
"45359","2","2","","","","","  ","","","  ","","",""
"45367","1","1","","","","","  ","","","  ","","",""
"45367","1","2","","","","","  ","","","  ","","",""
"45681","1","1","true","false","false","Oklahoma","OK","United States","74006","OK","","",""
"45681","1","2","false","false","false","","  ","","","  ","","",""
"46133","2","1","","","","","  ","","","  ","","",""
"46133","2","2","","","","","  ","","","  ","","",""
"46853","1","1","","","","","  ","","","  ","","",""
"46853","1","2","","","","","  ","","","  ","","",""
"46854","2","1","","","","","  ","","","  ","","",""
"46854","2","2","","","","","  ","","","  ","","",""
"46861","1","1","","","","","  ","","","  ","","",""
"46861","1","2","","","","","  ","","","  ","","",""
"46872","2","1","","","","","  ","","","  ","","",""
"46872","2","2","","","","","  ","","","  ","","",""
"46881","2","1","","","","","  ","","","  ","","",""
"46881","2","2","","","","","  ","","","  ","","",""
"46891","1","1","","","","","  ","","","  ","","",""
"46891","1","2","","","","","  ","","","  ","","",""
"46893","2","1","","","","","  ","","","  ","","",""
"46893","2","2","","","","","  ","","","  ","","",""
"48138","1","1","","","","","  ","","","  ","","",""
"48138","1","2","","","","","  ","","","  ","","",""
"48141","2","1","","","","","  ","","","  ","","",""
"48141","2","2","","","","","  ","","","  ","","",""
"48143","2","1","","","","","  ","","","  ","","",""
"48143","2","2","","","","","  ","","","  ","","",""
"48161","2","1","","","","","  ","","","  ","","",""
"48161","2","2","","","","","  ","","","  ","","",""
"48175","1","1","","","","","  ","","","  ","","",""
"48175","1","2","","","","","  ","","","  ","","",""
"48175","2","1","","","","","  ","","","  ","","",""
"48175","2","2","","","","","  ","","","  ","","",""
"48660","1","1","","","","","  ","","","  ","","",""
"48660","1","2","","","","","  ","","","  ","","",""
"48660","2","1","","","","","  ","","","  ","","",""
"48660","2","2","","","","","  ","","","  ","","",""
"49453","1","1","false","false","false","","  ","","","  ","","",""
"49453","1","2","false","false","false","","  ","","","  ","","",""
"50166","1","1","false","false","false","youngstown","OH","","44512","OH","","","1PMB1442XA2035901"
"50166","1","2","false","false","false","","  ","","","  ","","",""
"51157","1","1","","","","","  ","","","  ","","",""
"51157","1","2","","","","","  ","","","  ","","",""
"51345","2","1","false","false","false","","  ","","","  ","","",""
"51345","2","2","false","false","false","","  ","","","  ","","",""
"51770","1","1","","","","","  ","","","  ","","",""
"51770","1","2","","","","","  ","","","  ","","",""
"51779","2","1","","","","","  ","","","  ","","",""
"51779","2","2","","","","","  ","","","  ","","",""
"51780","2","1","","","","","  ","","","  ","","",""
"51780","2","2","","","","","  ","","","  ","","",""
"51788","1","1","","","","","  ","","","  ","","",""
"51788","1","2","","","","","  ","","","  ","","",""
"51796","2","1","","","","","  ","","","  ","","",""
"51796","2","2","","","","","  ","","","  ","","",""
"51798","2","1","","","","","  ","","","  ","","",""
"51798","2","2","","","","","  ","","","  ","","",""
"51815","1","1","","","","","  ","","","  ","","",""
"51815","1","2","","","","","  ","","","  ","","",""
"51822","1","1","","","","","  ","","","  ","","",""
"51822","1","2","","","","","  ","","","  ","","",""
"52222","1","1","","","","","  ","","","  ","","",""
"52222","1","2","","","","","  ","","","  ","","",""
"52223","1","1","","","","","  ","","","  ","","",""
"52223","1","2","","","","","  ","","","  ","","",""
"52227","2","1","","","","","  ","","","  ","","",""
"52227","2","2","","","","","  ","","","  ","","",""
"52231","2","1","","","","","  ","","","  ","","",""
"52231","2","2","","","","","  ","","","  ","","",""
"52455","1","1","true","false","false","","  ","","","  ","","",""
"52455","1","2","false","false","false","","  ","","","  ","","",""
"52457","1","1","false","false","false","","  ","","","  ","","",""
"52457","1","2","false","false","false","","  ","","","  ","","",""
"53489","3","1","false","false","false","","  ","","","  ","","",""
"53489","3","2","false","false","false","","  ","","","  ","","",""
"53851","1","1","","","","","  ","","","  ","","",""
"53851","1","2","","","","","  ","","","  ","","",""
"54468","1","1","","","","","  ","","","  ","","",""
"54468","1","2","","","","","  ","","","  ","","",""
"54474","1","1","","","","","  ","","","  ","","",""
"54474","1","2","","","","","  ","","","  ","","",""
"54488","1","1","","","","","  ","","","  ","","",""
"54488","1","2","","","","","  ","","","  ","","",""
"54488","2","1","","","","","  ","","","  ","","",""
"54488","2","2","","","","","  ","","","  ","","",""
"55144","1","1","","","","","  ","","","  ","","",""
"55144","1","2","","","","","  ","","","  ","","",""
"55774","1","1","","","","","  ","","","  ","","",""
"55774","1","2","","","","","  ","","","  ","","",""
"56033","2","1","false","false","false","","  ","","","  ","","",""
"56033","2","2","false","false","false","","  ","","","  ","","",""
"56681","1","1","","","","","  ","","","  ","","",""
"56681","1","2","","","","","  ","","","  ","","",""
"57364","2","1","","","","","  ","","","  ","","",""
"57364","2","2","","","","","  ","","","  ","","",""
"57371","2","1","","","","","  ","","","  ","","",""
"57371","2","2","","","","","  ","","","  ","","",""
"57373","1","1","","","","","  ","","","  ","","",""
"57373","1","2","","","","","  ","","","  ","","",""
"57390","1","1","","","","","  ","","","  ","","",""
"57390","1","2","","","","","  ","","","  ","","",""
"57403","1","1","","","","","  ","","","  ","","",""
"57403","1","2","","","","","  ","","","  ","","",""
"57405","1","1","","","","","  ","","","  ","","",""
"57405","1","2","","","","","  ","","","  ","","",""
"57413","1","1","","","","","  ","","","  ","","",""
"57413","1","2","","","","","  ","","","  ","","",""
"57416","1","1","","","","","  ","","","  ","","",""
"57416","1","2","","","","","  ","","","  ","","",""
"57435","2","1","","","","","  ","","","  ","","",""
"57435","2","2","","","","","  ","","","  ","","",""
"57459","1","1","","","","","  ","","","  ","","",""
"57459","1","2","","","","","  ","","","  ","","",""
"57466","2","1","","","","","  ","","","  ","","",""
"57466","2","2","","","","","  ","","","  ","","",""
"57475","1","1","","","","","  ","","","  ","","",""
"57475","1","2","","","","","  ","","","  ","","",""
"57493","1","1","","","","","  ","","","  ","","",""
"57493","1","2","","","","","  ","","","  ","","",""
"57493","2","1","","","","","  ","","","  ","","",""
"57493","2","2","","","","","  ","","","  ","","",""
"57499","2","1","","","","","  ","","","  ","","",""
"57499","2","2","","","","","  ","","","  ","","",""
"57500","2","1","","","","","  ","","","  ","","",""
"57500","2","2","","","","","  ","","","  ","","",""
"57523","2","1","","","","","  ","","","  ","","",""
"57523","2","2","","","","","  ","","","  ","","",""
"57938","1","1","false","false","false","","  ","","","  ","","",""
"57938","1","2","false","false","false","","  ","","","  ","","",""
"57938","2","1","false","false","false","","  ","","","  ","","",""
"57938","2","2","false","false","false","","  ","","","  ","","",""
"57989","1","1","true","false","false","BALITMORE","MD","","21209","MD","","","5V8VA5328FM503576"
"57989","1","2","false","false","false","","  ","","","  ","","",""
"58078","1","1","false","false","false","","  ","","","  ","","",""
"58078","1","2","false","false","false","","  ","","","  ","","",""
"58078","2","1","true","false","false","","  ","","","  ","","",""
"58078","2","2","false","false","false","","  ","","","  ","","",""
"59110","1","1","","","","","  ","","","  ","","",""
"59110","1","2","","","","","  ","","","  ","","",""
"59379","2","1","false","false","false","","  ","","","  ","","",""
"59379","2","2","false","false","false","","  ","","","  ","","",""
"59459","2","1","false","false","false","","  ","","","  ","","",""
"59459","2","2","false","false","false","","  ","","","  ","","",""
"59715","1","1","","","","","  ","","","  ","","",""
"59715","1","2","","","","","  ","","","  ","","",""
"60013","2","1","false","false","false","","  ","","","  ","","",""
"60013","2","2","false","false","false","","  ","","","  ","","",""
"60073","2","1","false","false","false","","  ","","","  ","","",""
"60073","2","2","false","false","false","","  ","","","  ","","",""
"60281","2","1","","","","","  ","","","  ","","",""
"60281","2","2","","","","","  ","","","  ","","",""
"60286","1","1","","","","","  ","","","  ","","",""
"60286","1","2","","","","","  ","","","  ","","",""
"60299","1","1","","","","","  ","","","  ","","",""
"60299","1","2","","","","","  ","","","  ","","",""
"60299","2","1","","","","","  ","","","  ","","",""
"60299","2","2","","","","","  ","","","  ","","",""
"60812","2","1","","","","","  ","","","  ","","",""
"60812","2","2","","","","","  ","","","  ","","",""
"61316","1","1","false","false","false","","  ","","","  ","","",""
"61316","1","2","false","false","false","","  ","","","  ","","",""
"61316","2","1","false","false","false","SIOUX FALLS","SD","","  571","  ","","",""
"61316","2","2","false","false","false","","  ","","","  ","","",""
"61606","2","1","","","","","  ","","","  ","","",""
"61606","2","2","","","","","  ","","","  ","","",""
"61767","1","1","true","false","false","ROCHESTER HILLS","MI","","48307","MI","","","1GRAA0621WB160806"
"61767","1","2","false","false","false","","  ","","","  ","","",""
"62007","1","1","","","","","  ","","","  ","","",""
"62007","1","2","","","","","  ","","","  ","","",""
"62305","1","1","","","","","  ","","","  ","","",""
"62305","1","2","","","","","  ","","","  ","","",""
"62308","3","1","","","","","  ","","","  ","","",""
"62308","3","2","","","","","  ","","","  ","","",""
"62315","1","1","","","","","  ","","","  ","","",""
"62315","1","2","","","","","  ","","","  ","","",""
"62323","2","1","","","","","  ","","","  ","","",""
"62323","2","2","","","","","  ","","","  ","","",""
"62326","1","1","","","","","  ","","","  ","","",""
"62326","1","2","","","","","  ","","","  ","","",""
"62439","1","1","false","false","false","","  ","","","  ","","",""
"62439","1","2","false","false","false","","  ","","","  ","","",""
"62718","1","1","","","","","  ","","","  ","","",""
"62718","1","2","","","","","  ","","","  ","","",""
"62910","1","1","true","false","false","LUDLOW","MA","","01056","  ","","","3H3V532C7FT241021"
"62910","1","2","false","false","false","","  ","","","  ","","",""
"63120","1","1","false","false","false","","  ","","","  ","","",""
"63120","1","2","false","false","false","","  ","","","  ","","",""
"63414","1","1","false","false","false","","  ","","","  ","","",""
"63414","1","2","false","false","false","","  ","","","  ","","",""
"63662","1","1","","","","","  ","","","  ","","",""
"63662","1","2","","","","","  ","","","  ","","",""
"64295","2","1","","","","","  ","","","  ","","",""
"64295","2","2","","","","","  ","","","  ","","",""
"64298","1","1","","","","","  ","","","  ","","",""
"64298","1","2","","","","","  ","","","  ","","",""
"64298","2","1","","","","","  ","","","  ","","",""
"64298","2","2","","","","","  ","","","  ","","",""
"64544","2","1","false","false","false","","  ","","","  ","","",""
"64544","2","2","false","false","false","","  ","","","  ","","",""
"64897","2","1","","","","","  ","","","  ","","",""
"64897","2","2","","","","","  ","","","  ","","",""
"65220","1","1","false","false","false","","  ","","","  ","","",""
"65220","1","2","false","false","false","","  ","","","  ","","",""
"65587","2","1","","","","","  ","","","  ","","",""
"65587","2","2","","","","","  ","","","  ","","",""
"66010","1","1","false","false","false","","  ","","","  ","","",""
"66010","1","2","false","false","false","","  ","","","  ","","",""
"66216","1","1","","","","","  ","","","  ","","",""
"66216","1","2","","","","","  ","","","  ","","",""
"66216","2","1","","","","","  ","","","  ","","",""
"66216","2","2","","","","","  ","","","  ","","",""
"66218","1","1","","","","","  ","","","  ","","",""
"66218","1","2","","","","","  ","","","  ","","",""
"66221","2","1","","","","","  ","","","  ","","",""
"66221","2","2","","","","","  ","","","  ","","",""
"66226","2","1","","","","","  ","","","  ","","",""
"66226","2","2","","","","","  ","","","  ","","",""
"66228","2","1","","","","","  ","","","  ","","",""
"66228","2","2","","","","","  ","","","  ","","",""
"66246","1","1","","","","","  ","","","  ","","",""
"66246","1","2","","","","","  ","","","  ","","",""
"66249","2","1","","","","","  ","","","  ","","",""
"66249","2","2","","","","","  ","","","  ","","",""
"66499","1","1","false","false","false","","  ","","","  ","","",""
"66499","1","2","false","false","false","","  ","","","  ","","",""
"66826","1","1","","","","","  ","","","  ","","",""
"66826","1","2","","","","","  ","","","  ","","",""
"66837","2","1","","","","","  ","","","  ","","",""
"66837","2","2","","","","","  ","","","  ","","",""
"66838","1","1","","","","","  ","","","  ","","",""
"66838","1","2","","","","","  ","","","  ","","",""
"67412","1","1","","","","","  ","","","  ","","",""
"67412","1","2","","","","","  ","","","  ","","",""
"67426","1","1","","","","","  ","","","  ","","",""
"67426","1","2","","","","","  ","","","  ","","",""
"67430","1","1","","","","","  ","","","  ","","",""
"67430","1","2","","","","","  ","","","  ","","",""
"67633","2","1","false","false","false","","  ","","","  ","","",""
"67633","2","2","false","false","false","","  ","","","  ","","",""
"67867","1","1","","","","","  ","","","  ","","",""
"67867","1","2","","","","","  ","","","  ","","",""
"67870","1","1","","","","","  ","","","  ","","",""
"67870","1","2","","","","","  ","","","  ","","",""
"68249","2","1","","","","","  ","","","  ","","",""
"68249","2","2","","","","","  ","","","  ","","",""
"68408","2","1","true","false","false","North Haven","CT","United States","06473","ME","","true","1DW1A53274B671505"
"68408","2","2","false","false","false","","  ","","","  ","","true",""
"68774","1","1","","","","","  ","","","  ","","",""
"68774","1","2","","","","","  ","","","  ","","",""
"69216","3","1","","","","","  ","","","  ","","",""
"69216","3","2","","","","","  ","","","  ","","",""
"69225","1","1","","","","","  ","","","  ","","",""
"69225","1","2","","","","","  ","","","  ","","",""
"69449","2","1","false","false","false","","  ","","","  ","","",""
"69449","2","2","false","false","false","","  ","","","  ","","",""
"69828","1","1","","","","","  ","","","  ","","",""
"69828","1","2","","","","","  ","","","  ","","",""
"70191","1","1","false","false","false","Gary","IN","United States","46406","IN","","","1JJV532W65L902160"
